cod producto|linea|rubro|descripcion|pcio_lista|unidad|imagen
157.720|SANITARIOS|GRIFERIAS PICOS Y REPUESTOS|PICO MOVIL MESADA FV|7977.18|(C/U)|157720
157.721|SANITARIOS|GRIFERIAS PICOS Y REPUESTOS|PICO MOVIL MESADA FV (P/IMP + ADAP.)|2289.62|(C/U)|157721
157.730|SANITARIOS|GRIFERIAS PICOS Y REPUESTOS|PICO MOVIL MESADA PEIRANO ANTIGUO|7977.18|(C/U)|157730
157.731|SANITARIOS|GRIFERIAS PICOS Y REPUESTOS|PICO MOVIL MESADA PEIRANO ANTI. (P/IMP.+ ADAP.)|2336.86|(C/U)|157730
157.740|SANITARIOS|GRIFERIAS PICOS Y REPUESTOS|PICO MOVIL MESADA PEIRANO MODERNO|7977.18|(C/U)|157740
157.749|SANITARIOS|GRIFERIAS PICOS Y REPUESTOS|PICO MOVIL MESADA ( J ) TUERCA 1/2 BAJO|1250.78|(C/U)|
157.750|SANITARIOS|GRIFERIAS PICOS Y REPUESTOS|PICO MOVIL MESADA ( J ) TUERCA 1/2|2094.9|(C/U)|157750
157.752|SANITARIOS|GRIFERIAS PICOS Y REPUESTOS|PICO MOVIL MESADA ( J ) FLEXIBLE + FLOR|2935.16|(C/U)|157752
157.753|SANITARIOS|GRIFERIAS PICOS Y REPUESTOS|PICO MOVIL MESADA TIPO CISNE LIVIANO|2907.34|(C/U)|157753
157.754|SANITARIOS|GRIFERIAS PICOS Y REPUESTOS|PICO MOVIL MESADA TIPO CISNE REFORZADO|2733|(C/U)|157754
157.760|SANITARIOS|GRIFERIAS PICOS Y REPUESTOS|PICO MOVIL ( S ) CORTO PEIRANO C/CODO|11987.72|(C/U)|157760
157.761|SANITARIOS|GRIFERIAS PICOS Y REPUESTOS|PICO MOVIL ( S ) CORTO PEIRANO C/CODO+P/IMP+ADAPT)|4326.34|(C/U)|157760
157.770|SANITARIOS|GRIFERIAS PICOS Y REPUESTOS|PICO MOVIL INVERTIDO ( U ) PEIRANO C/CODO|11987.72|(C/U)|157770
157.771|SANITARIOS|GRIFERIAS PICOS Y REPUESTOS|PICO MOVIL INVERTIDO (U) PEIRANO C/CODO+ P/IMP+ADAP.|4326.34|(C/U)|157770
157.780|SANITARIOS|GRIFERIAS PICOS Y REPUESTOS|PICO MOVIL ( S ) CORTO FV C/CODO|11987.72|(C/U)|157780
157.781|SANITARIOS|GRIFERIAS PICOS Y REPUESTOS|PICO MOVIL ( S ) CORTO FV C/CODO+P/IMP+ADAPT.|3789.28|(C/U)|157780
157.782|SANITARIOS|GRIFERIAS PICOS Y REPUESTOS|PICO MOVIL ( S ) LARGO FV C/CODO|11987.72|(C/U)|157780
157.790|SANITARIOS|GRIFERIAS PICOS Y REPUESTOS|PICO MOVIL INVERTIDO ( U ) FV C/CODO|11987.72|(C/U)|157790
157.791|SANITARIOS|GRIFERIAS PICOS Y REPUESTOS|PICO MOVIL INVERTIDO ( U ) FV CORTO C/CODO|11988.04|(C/U)|157790
157.792|SANITARIOS|GRIFERIAS PICOS Y REPUESTOS|PICO MOVIL INVERTIDO ( U ) FV C/CODO+P/IMP+ADAPT.|3789.28|(C/U)|157790
157.820|SANITARIOS|GRIFERIAS PICOS Y REPUESTOS|PICO LAVADERO COMPLETO (ROSCA 3/4')|7422.9|(C/U)|157820
157.821|SANITARIOS|GRIFERIAS PICOS Y REPUESTOS|PICO LAVADERO COMPLETO (ROSCA 1/2')|6012.88|(C/U)|157820
157.830|SANITARIOS|GRIFERIAS PICOS Y REPUESTOS|PICO BAÑERA ROSCA DE 3/4' TIPO FV|4970.88|(C/U)|157830
157.831|SANITARIOS|GRIFERIAS PICOS Y REPUESTOS|PICO BAÑERA ROSCA DE 1/2' CON ROSETA|2443.28|(C/U)|157830
157.840|SANITARIOS|GRIFERIAS PICOS Y REPUESTOS|PICO LAVATORIO TIPO ALLEGRO|10823.06|(C/U)|157840
158.110|SANITARIOS|HERRAMIENTAS|DESTAPA CAÑERIA BOCHA DE EMPUJE|1400.58|(C/U)|158110
158.120|SANITARIOS|HERRAMIENTAS|DESTAPA CAÑERIA CEPILLO|3400.28|(C/U)|158120
158.130|SANITARIOS|HERRAMIENTAS|DESTAPA CAÑERIA MANIJA BRONCE|903.28|(C/U)|158130
158.140|SANITARIOS|HERRAMIENTAS|DESTAPA CAÑERIA SOPAPA|2286.74|(C/U)|158140
158.150|SANITARIOS|HERRAMIENTAS|DESTAPA CAÑERIA TIRABUZON DE BRONCE|1112.62|(C/U)|158150
158.160|SANITARIOS|HERRAMIENTAS|DESTAPA CAÑERIA CAÑA PLASTICA x 1.5 mts T/BCE|1547.04|(C/U)|158160
158.161|SANITARIOS|HERRAMIENTAS|DESTAPA CAÑERIA CAÑA ACERO x 1.5 mts T/BCE|5151.38|(C/U)|158161
158.170|SANITARIOS|HERRAMIENTAS|DESTAPA CAÑERIA CINTA x 5 mts P/PILETA METAL|2264.2|(C/U)|158170
158.171|SANITARIOS|HERRAMIENTAS|DESTAPA CAÑERIA CINTA x 10mts P/PILETA METAL|3048.76|(C/U)|158170
158.172|SANITARIOS|HERRAMIENTAS|DESTAPA CAÑERIA T/BCE Y TIRABUZON x 5mts|1682.36|(C/U)|158172
158.173|SANITARIOS|HERRAMIENTAS|DESTAPA CAÑERIA T/BCE Y TIRABUZON x 10 mts|2735.98|(C/U)|158172
158.174|SANITARIOS|HERRAMIENTAS|DESTAPA CAÑERIA T/BCE Y TIRABUZON x 15 mts|3716.22|(C/U)|158172
158.175|SANITARIOS|HERRAMIENTAS|DESTAPA CAÑERIA CINTA x 5mts (Ancho 19 mm)|4639.6|(C/U)|158175
158.176|SANITARIOS|HERRAMIENTAS|DESTAPA CAÑERIA CINTA x 10mts (Ancho 19mm)|7526.96|(C/U)|158175
158.177|SANITARIOS|HERRAMIENTAS|DESTAPA CAÑERIA CINTA x 15mts (Ancho 19mm)|10151.42|(C/U)|158175
158.178|SANITARIOS|HERRAMIENTAS|DESTAPA CAÑERIA CINTA x 20mts (Ancho 19mm)|11185.6|(C/U)|
158.185|SANITARIOS|HERRAMIENTAS|CALIBRADOR PARA CAÑO DE COBRE|1340.42|(C/U)|158185
158.190|SANITARIOS|HERRAMIENTAS|CORTA CAÑO P/CAÑO DE COBRE C/REPUESTO|6409.6|(C/U)|158190
158.191|SANITARIOS|HERRAMIENTAS|CORTA CAÑO P/CAÑO DE COBRE IMPORTADO|396.32|(C/U)|
158.200|SANITARIOS|HERRAMIENTAS|CORTA CAÑO P/COBRE REPUESTO CUCHILLA (Bliste x6)|602.12|(C/U)|158220
158.210|SANITARIOS|HERRAMIENTAS|FRESA REPUESTO DE 3/8'|566.98|(C/U)|158210
158.211|SANITARIOS|HERRAMIENTAS|FRESA REPUESTO DE 1/2'|628.68|(C/U)|158210
158.212|SANITARIOS|HERRAMIENTAS|FRESA REPUESTO DE 3/4'|754.42|(C/U)|158210
158.220|SANITARIOS|HERRAMIENTAS|FRESADORA MANUAL STANDARD C/FRESA 1/2'|3394|(C/U)|158220
158.221|SANITARIOS|HERRAMIENTAS|FRESADORA MANUAL C/TRES FRESAS (3/8-1/2-3/4)|3911.96|(C/U)|158220
158.230|SANITARIOS|HERRAMIENTAS|LLAVE BAJO MESADA MULTIPLE 'LA PLOMERITA'|4511.8|(C/U)|158230
158.240|SANITARIOS|HERRAMIENTAS|PESTAÑADORA STANDARD CONO ACERO|4472.84|(C/U)|158230
158.250|SANITARIOS|HERRAMIENTAS|RESORTE DOBLA CAÑO DE COBRE 1/4|723.22|(C/U)|158250
158.251|SANITARIOS|HERRAMIENTAS|RESORTE DOBLA CAÑO DE COBRE 3/8|761.8|(C/U)|158250
158.252|SANITARIOS|HERRAMIENTAS|RESORTE DOBLA CAÑO HIDRO 1/2|1282.64|(C/U)|158250
158.253|SANITARIOS|HERRAMIENTAS|RESORTE DOBLA CAÑO HIDRO 3/4|2426.66|(C/U)|158250
158.260|SANITARIOS|HERRAMIENTAS|TERRAJA PVC INDIVIDUAL DE 1/2 '|1011.76|(C/U)|158260
158.261|SANITARIOS|HERRAMIENTAS|TERRAJA PVC INDIVIDUAL DE 3/4'|1011.76|(C/U)|158260
158.262|SANITARIOS|HERRAMIENTAS|TERRAJA PVC INDIVIDUAL DE 1'|1011.76|(C/U)|158260
158.270|SANITARIOS|HERRAMIENTAS|TERRAJA PVC 3 EN 1 (1/2'-3/4-1') 'DUROX'|1733.52|(C/U)|158270
158.271|SANITARIOS|HERRAMIENTAS|TERRAJA PVC 3 EN 1 (1/2'-3/4-1') 'NEIKE'|3040.82|(C/U)|158270
158.272|SANITARIOS|HERRAMIENTAS|TERRAJA PVC 3 EN 1 (1/2'-3/4-1') ESTRELLA 'SANOGASS'|8869.16|(C/U)|158272
158.273|SANITARIOS|HERRAMIENTAS|TERRAJA PVC 3 EN 1 SP2 (1.1/4-1.1/2-2)|30590.7|(C/U)|158273
158.280|SANITARIOS|HERRAMIENTAS|TERRAJA CAÑO GALVANIZADO/EPOXI 1/2 A 1 VALIJA|64.998.542|(C/U)|158280
159.100|SANITARIOS|JARDINERIA Y RIEGO|BARRE HOJAS METAL REGULABLE 'TOTH'|1915.68|(C/U)|159100
159.101|SANITARIOS|JARDINERIA Y RIEGO|BARRE HOJAS METAL REGULABLE CABO MADERA 'TOTH'|2136.62|(C/U)|159101
159.102|SANITARIOS|JARDINERIA Y RIEGO|BARRE HOJAS METAL Y PVC REGULABLE|1137.42|(C/U)|159102
159.103|SANITARIOS|JARDINERIA Y RIEGO|BARRE HOJAS METAL REGULABLE 'NEIKE'|2309.8|(C/U)|159103
159.104|SANITARIOS|JARDINERIA Y RIEGO|BARRE HOJAS METAL REGULABLE ZINCADO 'FERCAS'|2130.24|(C/U)|159104
159.110|SANITARIOS|JARDINERIA Y RIEGO|BARRE HOJAS PLASTICO CHICO OPTIMO|375.68|(C/U)|159111
159.111|SANITARIOS|JARDINERIA Y RIEGO|BARRE HOJAS PLASTICO GRANDE OPTIMO|701.7|(C/U)|159110
159.112|SANITARIOS|JARDINERIA Y RIEGO|BARRE HOJAS PLASTICO GRANDE CRECCIO|488.64|(C/U)|159112
159.113|SANITARIOS|JARDINERIA Y RIEGO|BARRE HOJAS PLASTICO GRANDE|509.34|(C/U)|
159.115|SANITARIOS|JARDINERIA Y RIEGO|BARRE HOJAS PLASTICO GIGANTE OPTIMO|1729.44|(C/U)|159115
159.116|SANITARIOS|JARDINERIA Y RIEGO|BARRE HOJAS PLASTICO GIGANTE CRECCIO|1162.58|(C/U)|159116
159.117|SANITARIOS|JARDINERIA Y RIEGO|BARRE HOJAS PLASTICO GIGANTE PARQUE|756.28|(C/U)|159122
159.118|SANITARIOS|JARDINERIA Y RIEGO|BARRE HOJAS PLASTICO GIGANTE HERNAPLAS|733.14|(C/U)|159118
159.120|SANITARIOS|JARDINERIA Y RIEGO|BARRE HOJAS PVC PARA PICINA GRANDE|671.1|(C/U)|159120
159.125|SANITARIOS|JARDINERIA Y RIEGO|BARRE HOJAS REGULABLE C/MANGO METAL|2729.48|(C/U)|159125
159.126|SANITARIOS|JARDINERIA Y RIEGO|BARRE HOJAS REGULABLE C/MANGO TELESCOPIO|3535.3|(C/U)|159126
159.152|SANITARIOS|JARDINERIA Y RIEGO|TIJERA CERCO STANDAR 25 Ctm. FERCAS|4574.22|(C/U)|159152
159.153|SANITARIOS|JARDINERIA Y RIEGO|TIJERA CERCO STANDAR 30 Ctm. FERCAS|5220.7|(C/U)|159152
159.154|SANITARIOS|JARDINERIA Y RIEGO|TIJERA CERCO PROF. CABO ROJO 25 Ctm. FERCAS|2991.16|(C/U)|159154
159.155|SANITARIOS|JARDINERIA Y RIEGO|TIJERA CERCO PROF. CABO ROJO 30 Ctm. FERCAS|3202.56|(C/U)|159154
159.156|SANITARIOS|JARDINERIA Y RIEGO|TIJERA DE PODAR SANTA JUANA|2326|(C/U)|159156
159.157|SANITARIOS|JARDINERIA Y RIEGO|TIJERA DE PODAR C/TOPE 240 mm. GHERARDI|7833.78|(C/U)|159157
159.158|SANITARIOS|JARDINERIA Y RIEGO|TIJERA DE PODAR C/AISLACION EVOLUTION|3150.18|(C/U)|159158
159.160|SANITARIOS|JARDINERIA Y RIEGO|BOYA PILETA PORTA CLORO SATELITE GRANDE|605.22|(C/U)|159160
159.161|SANITARIOS|JARDINERIA Y RIEGO|BOYA PILETA PORTA CLORO SATELITE MINI|430.36|(C/U)|159161
159.162|SANITARIOS|JARDINERIA Y RIEGO|BOYA PILETA PORTA CLORO HONGO|541.52|(C/U)|159162
159.170|SANITARIOS|JARDINERIA Y RIEGO|ENRROLLADOR DE MANGUERA PARED|428.3|(C/U)|159170
159.180|SANITARIOS|JARDINERIA Y RIEGO|ENRROLLADOR DE MANGUERA REEL LUJO|14860.72|(C/U)|159180
159.190|SANITARIOS|JARDINERIA Y RIEGO|ENRROLLADOR DE MANGUERA REEL CHICO|8943.36|(C/U)|159190
159.200|SANITARIOS|JARDINERIA Y RIEGO|ROCIADOR LANZA RIEGO PLAST. 1/2' y 3/4'|105.2|(C/U)|159200
159.201|SANITARIOS|JARDINERIA Y RIEGO|ROCIADOR LANZA RIEGO PLAST. 1/2 A/RAPIDO|408.9|(C/U)|159201
159.202|SANITARIOS|JARDINERIA Y RIEGO|ROCIADOR LANZA RIEGO PLAST. 3/4' A/RAPIDO|790.68|(C/U)|159201
159.203|SANITARIOS|JARDINERIA Y RIEGO|ROCIADOR LANZA RIEGO PLAST. 1/2' A/VARIOS|1215.06|(C/U)|159203
159.204|SANITARIOS|JARDINERIA Y RIEGO|ROCIADOR LANZA RIEGO BRONCE 1/2'|2646.18|(C/U)|159204
159.210|SANITARIOS|JARDINERIA Y RIEGO|ROCIADOR GIRATORIO BRONCE N:0|5.066.857|(C/U)|159210
159.211|SANITARIOS|JARDINERIA Y RIEGO|ROCIADOR GIRATORIO BRONCE N:1|2369.9|(C/U)|159210
159.212|SANITARIOS|JARDINERIA Y RIEGO|ROCIADOR GIRATORIO BRONCE N:2|2347.24|(C/U)|159210
159.213|SANITARIOS|JARDINERIA Y RIEGO|ROCIADOR GIRATORIO BRONCE N:3|2703.7|(C/U)|159210
159.214|SANITARIOS|JARDINERIA Y RIEGO|ROCIADOR GIRATORIO BRONCE N:4|3066.08|(C/U)|159210
159.215|SANITARIOS|JARDINERIA Y RIEGO|ROCIADOR GIRATORIO BRONCE N:5|14564.84|(C/U)|159210
159.220|SANITARIOS|JARDINERIA Y RIEGO|ROCIADOR GIRATORIO PLASTICO BASE H 1/2-3/4|1202.7|(C/U)|159220
159.230|SANITARIOS|JARDINERIA Y RIEGO|ROCIADOR GIRATORIO PLASTICO BASE H ACOPLE RAPIDO|2275.78|(C/U)|159230
159.240|SANITARIOS|JARDINERIA Y RIEGO|ROCIADOR GIRATORIO PLASTICO BASE H 'BUTTERFLY'|1076.3|(C/U)|159240
159.250|SANITARIOS|JARDINERIA Y RIEGO|ROCIADOR GIRATORIO ASPERSOR BASE H PLASTICO|2267.72|(C/U)|159250
159.260|SANITARIOS|JARDINERIA Y RIEGO|ROCIADOR GIRATORIO ASPERSOR BASE H BRONCE|5302.72|(C/U)|159260
159.270|SANITARIOS|JARDINERIA Y RIEGO|ROCIADOR GIRATORIO 5 FUNCIONES ACOP.RAPIDO PLAST.|2296.88|(C/U)|159270
159.275|SANITARIOS|JARDINERIA Y RIEGO|ROCIADOR OSCILANTE 17 SALIDAS|6916.32|(C/U)|159275
159.280|SANITARIOS|JARDINERIA Y RIEGO|ROCIADOR PLASTICO TIPO LLUVIA (PANTALLA)|563.98|(C/U)|159280
159.290|SANITARIOS|JARDINERIA Y RIEGO|ROCIADOR PLASTICO LLUVIA AJUSTABLE A/RAPIDO|851.64|(C/U)|159290
159.300|SANITARIOS|JARDINERIA Y RIEGO|ROCIADOR PLASTICO LLUVIA CON SIERRE 'FAN'|1051.52|(C/U)|159300
159.310|SANITARIOS|JARDINERIA Y RIEGO|ROCIADOR PLASTICO GATILLO T/PISTOLA 1/2-3/4-1'|968.66|(C/U)|159310
159.320|SANITARIOS|JARDINERIA Y RIEGO|ROCIADOR PLASTICO GATILLO T/PISTOLA IMPORTADO|691.6|(C/U)|159320
159.330|SANITARIOS|JARDINERIA Y RIEGO|ROCIADOR PLASTICO GATILLO 'JET'|2131.04|(C/U)|159330
159.340|SANITARIOS|JARDINERIA Y RIEGO|ROCIADOR PLASTICO GATILLO 4 FUNCIONES 'GUN'|1101.76|(C/U)|159340
159.350|SANITARIOS|JARDINERIA Y RIEGO|ROCIADOR PLASTICO GATILLO 4 FUNCIONES 'FAN'|2812.54|(C/U)|159350
159.355|SANITARIOS|JARDINERIA Y RIEGO|ROCIADOR MANGUERA PLANA C/PISTOLA Y ACOPLE|5469.96|(C/U)|159355
159.360|SANITARIOS|JARDINERIA Y RIEGO|ROCIADOR SAPITO PLASTICO DE 1/2' (MULTIPLE)|1.268.498|(C/U)|159360
159.370|SANITARIOS|JARDINERIA Y RIEGO|ROCIADOR SAPITO PLASTICO 1/2 Y 3/4 CON BASE|602.22|(C/U)|159370
159.380|SANITARIOS|JARDINERIA Y RIEGO|ROCIADOR SAPITO PLASTICO DE  1'|644.9|(C/U)|159380
159.390|SANITARIOS|JARDINERIA Y RIEGO|ROCIADOR ASPERSOR C/BAYONETA BABY ACO.RARIDO|498.68|(C/U)|159390
159.400|SANITARIOS|JARDINERIA Y RIEGO|ROCIADOR ASPERSOR C/BAYONETA PLASTICA IMPULSO|1363.48|(C/U)|159400
159.401|SANITARIOS|JARDINERIA Y RIEGO|ROCIADOR ASPERSOR C/BAYONETA PLASTICA 3 SALIDA|1182.34|(C/U)|159401
159.410|SANITARIOS|JARDINERIA Y RIEGO|ROCIADOR ASPERSOR C/BAYONETA ZINC DE IMPULSO|4626.82|(C/U)|159410
159.420|SANITARIOS|JARDINERIA Y RIEGO|ROCIADOR ASPERSOR REPUESTO CABEZA METAL|3374.8|(C/U)|159420
159.430|SANITARIOS|JARDINERIA Y RIEGO|TOBERA EMERGENTE 4' (90*)|999.96|(C/U)|159430
159.431|SANITARIOS|JARDINERIA Y RIEGO|TOBERA EMERGENTE 4' (180*)|999.96|(C/U)|159430
159.432|SANITARIOS|JARDINERIA Y RIEGO|TOBERA EMERGENTE 4' (360*)|999.96|(C/U)|159430
159.440|SANITARIOS|JARDINERIA Y RIEGO|PICO ACOPLE RAPIDO MACHO 1/2 x 3/4|142.86|(C/U)|159440
159.441|SANITARIOS|JARDINERIA Y RIEGO|PICO ACOPLE RAPIDO HEMBRA 1/2 x 3/4|176.44|(C/U)|159441
159.442|SANITARIOS|JARDINERIA Y RIEGO|PICO ACOPLE RAPIDO HEMBRA 1/2 x (3/4 - 1')|312.72|(C/U)|159442
159.443|SANITARIOS|JARDINERIA Y RIEGO|PICO ACOPLE RAPIDO HEMBRA 3/4 x (1 - 3/4)|339.3|(C/U)|159443
159.444|SANITARIOS|JARDINERIA Y RIEGO|PICO ACOPLE RAPIDO BRONCE 1/2 x 3/4|952.9|(C/U)|159444
159.450|SANITARIOS|JARDINERIA Y RIEGO|CONECTOR MANGUERA 1/2' CON STOP|338.18|(C/U)|159450
159.451|SANITARIOS|JARDINERIA Y RIEGO|CONECTOR MANGUERA 3/4' CON STOP|553.06|(C/U)|159451
159.452|SANITARIOS|JARDINERIA Y RIEGO|CONECTOR MANGUERA 3/4 X 1/2 CON STOP|427.18|(C/U)|159452
159.453|SANITARIOS|JARDINERIA Y RIEGO|CONECTOR MANGUERA REDUCTOR 3/4 X 1/2|186.96|(C/U)|159453
159.460|SANITARIOS|JARDINERIA Y RIEGO|CONECTOR MANGUERA 1/2'|283.86|(C/U)|159460
159.461|SANITARIOS|JARDINERIA Y RIEGO|CONECTOR MANGUERA 3/4'|328.34|(C/U)|159461
159.462|SANITARIOS|JARDINERIA Y RIEGO|CONECTOR MANGUERA 3/4 X 1/2 SIN STOP|418.2|(C/U)|159462
159.465|SANITARIOS|JARDINERIA Y RIEGO|UNION MANGUERA AGUA 1/2 CIERRE A ROSCA|203.34|(C/U)|159465
159.466|SANITARIOS|JARDINERIA Y RIEGO|UNION MANGUERA AGUA 3/4 CIERRE A ROSCA|258.24|(C/U)|159465
159.470|SANITARIOS|JARDINERIA Y RIEGO|UNION PARA ACOPLE RAPIDO 3/4|258.1|(C/U)|159470
159.471|SANITARIOS|JARDINERIA Y RIEGO|UNION PARA ACOPLE RAPIDO 1/2|118.08|(C/U)|159471
159.480|SANITARIOS|JARDINERIA Y RIEGO|UNION PARA ACOPLE RAPIDO 1/2 TRES VIAS|227.06|(C/U)|159480
159.490|SANITARIOS|JARDINERIA Y RIEGO|UNION PARA ACOPLE RAPIDO 2 MANG. C/CANILLA|634.74|(C/U)|159490
159.500|SANITARIOS|JARDINERIA Y RIEGO|MANGUERA RIEGO LIVIANA 1/2' X 15 Mts.|14.347.517|ROLLO|159500
159.501|SANITARIOS|JARDINERIA Y RIEGO|MANGUERA RIEGO LIVIANA 1/2' X 25 Mts.|3704.08|ROLLO|159500
159.502|SANITARIOS|JARDINERIA Y RIEGO|MANGUERA RIEGO LIVIANA 1/2' X 50 Mts.|45.119.382|ROLLO|159500
159.503|SANITARIOS|JARDINERIA Y RIEGO|MANGUERA RIEGO LIVIANA 3/4' X 25 Mts.|7408.12|ROLLO|159500
159.505|SANITARIOS|JARDINERIA Y RIEGO|MANGUERA RIEGO LIVIANA  1' X 25 Mts.|11112.2|ROLLO|159500
159.507|SANITARIOS|JARDINERIA Y RIEGO|MANGUERA RIEGO TRENZADA 1/2' X 25 Mts.|5646.24|ROLLO|159507
159.508|SANITARIOS|JARDINERIA Y RIEGO|MANGUERA RIEGO TRENZADA 1/2' X 50 Mts.|5857.84|(C/U)|159507
159.519|SANITARIOS|JARDINERIA Y RIEGO|MANGUERA RIEGO REFORZADA 1/2 X 15 MTS.|2718.08|ROLLO|159519
159.520|SANITARIOS|JARDINERIA Y RIEGO|MANGUERA RIEGO REFORZADA 1/2 X 25 Mts.|4273.86|ROLLO|159519
159.522|SANITARIOS|JARDINERIA Y RIEGO|MANGUERA RIEGO REFORZADA 3/4 X 25 Mts.|8547.66|ROLLO|159519
159.524|SANITARIOS|JARDINERIA Y RIEGO|MANGUERA RIEGO REFORZADA  1 X 25 Mts.|12827.4|ROLLO|159519
159.526|SANITARIOS|JARDINERIA Y RIEGO|MANGUERA RIEGO ANTI TORSION 1/2 x 15 Mts.|385.46|X METRO|159526
159.527|SANITARIOS|JARDINERIA Y RIEGO|MANGUERA RIEGO ANTI TORSION 1/2 x 25 Mts.|385.46|X METRO|159526
159.528|SANITARIOS|JARDINERIA Y RIEGO|MANGUERA RIEGO ANTI TORSION 3/4 x 25 Mts.|771|X METRO|159526
159.530|SANITARIOS|JARDINERIA Y RIEGO|MANGUERA PILETA AUTOFLOTANTE 25 x 1' x 30 Mts.|10788.64|ROLLO|159530
159.531|SANITARIOS|JARDINERIA Y RIEGO|MANGUERA PILETA AUTOFLOTANTE 32 x 1.1/4' x 30 Mts.|13867.8|ROLLO|159530
159.532|SANITARIOS|JARDINERIA Y RIEGO|MANGUERA PILETA AUTOFLOTANTE 38 X 1.1/2' x 30 Mts|16808.06|ROLLO|159530
159.533|SANITARIOS|JARDINERIA Y RIEGO|MANGUERA PILETA AUTOFLOTANTE 50 x 2' x 30 Mts|27735.62|ROLLO|159530
159.540|SANITARIOS|JARDINERIA Y RIEGO|MANGUERA RIEGO MALLADA 1/2 x 15 Mts|300.12|X METRO|159540
159.541|SANITARIOS|JARDINERIA Y RIEGO|MANGUERA RIEGO MALLADA 1/2 x 20 Mts IMPORT.|2.535.524|ROLLO|159540
159.542|SANITARIOS|JARDINERIA Y RIEGO|MANGUERA RIEGO MALLADA 1/2 x 25 Mts|969.228|X METRO|159540
159.543|SANITARIOS|JARDINERIA Y RIEGO|MANGUERA RIEGO MALLADA 1/2 x 30 Mts IMPORT.|26.306.591|ROLLO|159540
159.544|SANITARIOS|JARDINERIA Y RIEGO|MANGUERA RIEGO MALLADA 1/2 x 50 Mts.|317.94|X METRO|159540
159.545|SANITARIOS|JARDINERIA Y RIEGO|MANGUERA RIEGO MALLADA 3/4' x 25Mts.|600.2|X METRO|
159.546|SANITARIOS|JARDINERIA Y RIEGO|MANGUERA RIEGO MALLADA 3/4' x 50Mts.|633.14|X METRO|
160.100|SANITARIOS|LLUVIAS DUCHA / BIDET|LLUVIA PLASTICA SIMIL FV|408.76|(C/U)|160100
160.120|SANITARIOS|LLUVIAS DUCHA / BIDET|LLUVIA PLASTICA SIMIL FV TAPA NEGRA|511.2|(C/U)|160120
160.130|SANITARIOS|LLUVIAS DUCHA / BIDET|LLUVIA PLASTICA SIMIL FV ANTISARRO|527.2|(C/U)|160130
160.140|SANITARIOS|LLUVIAS DUCHA / BIDET|LLUVIA PLASTICA SIMIL FV GRANDE|595.14|(C/U)|160140
160.150|SANITARIOS|LLUVIAS DUCHA / BIDET|LLUVIA PLASTICA SIMIL FV GRANDE ANTISARRO|1555.02|(C/U)|160150
160.160|SANITARIOS|LLUVIAS DUCHA / BIDET|LLUVIA PLASTICA SIMIL POMBA|1028.06|(C/U)|160160
160.170|SANITARIOS|LLUVIAS DUCHA / BIDET|LLUVIA PLASTICA SIMIL POMBA ANTISARRO|1056.3|(C/U)|160170
160.171|SANITARIOS|LLUVIAS DUCHA / BIDET|LLUVIA PLASTICA REDONDA 6 cm ANTISARRO|2095.7|(C/U)|160171
160.172|SANITARIOS|LLUVIAS DUCHA / BIDET|LLUVIA PLASTICA REDONDA 9.5 cm CHATA ANTISARRO|1233.2|(C/U)|160172
160.173|SANITARIOS|LLUVIAS DUCHA / BIDET|LLUVIA PLASTICA REDONDA 6.5 cm CILINDRICA ANTIS|2131.88|(C/U)|160173
160.174|SANITARIOS|LLUVIAS DUCHA / BIDET|LLUVIA PLASTICA REDONDA 6.5 cm SUPER ANTISARRO|1325.48|(C/U)|160174
160.175|SANITARIOS|LLUVIAS DUCHA / BIDET|LLUVIA PLASTICA REDONDA 9.5 cm ANTISARRO|2804.52|(C/U)|160175
160.176|SANITARIOS|LLUVIAS DUCHA / BIDET|LLUVIA PLASTICA REDONDA 12 cm CLARA ANTISARRO|2017.92|(C/U)|160176
160.177|SANITARIOS|LLUVIAS DUCHA / BIDET|LLUVIA PLASTICA REDONDA 12 cm CROMO ANTISARRO|3297.56|(C/U)|160177
160.178|SANITARIOS|LLUVIAS DUCHA / BIDET|LLUVIA PLASTICA OVOIDE 9.5 cm X 9.5 ANTISARRO|2231.94|(C/U)|160178
160.180|SANITARIOS|LLUVIAS DUCHA / BIDET|LLUVIA PLASTICA REDONDA 5 FUNCIONES|2541.54|(C/U)|160180
160.190|SANITARIOS|LLUVIAS DUCHA / BIDET|LLUVIA PLASTICA REDONDA 15 Cm|2291|(C/U)|160190
160.191|SANITARIOS|LLUVIAS DUCHA / BIDET|LLUVIA PLASTICA REDONDA 15 Cm ANTISARRO|3123.22|(C/U)|160191
160.192|SANITARIOS|LLUVIAS DUCHA / BIDET|LLUVIA PLASTICA REDONDA 15 Cm. ANTISARRO BLUE|3459.88|(C/U)|160192
160.193|SANITARIOS|LLUVIAS DUCHA / BIDET|LLUVIA PLASTICA REDONDA 20 Cm ANTISARRO|3927.44|(C/U)|160190
160.194|SANITARIOS|LLUVIAS DUCHA / BIDET|LLUVIA PLASTICA CUADRADA 6.5 x 6.5 ANTISARRO|1859.26|(C/U)|160194
160.195|SANITARIOS|LLUVIAS DUCHA / BIDET|LLUVIA PLASTICA CUADRADA 10 x 10 ANTISARRO|2557.82|(C/U)|160195
160.196|SANITARIOS|LLUVIAS DUCHA / BIDET|LLUVIA PLASTICA CUADRADA 20 x 20 ANTISARRO|3666.16|(C/U)|160196
